x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,shape
43.07728797087797,226.73232631056183,38.102359576308764,95.04860099238199,12.35517692618916,21.754238178361128,-31.344947095628022,6.207740524518521,-97.59802554407092,46.77263459360759,-184.62335824806422,145.7268911668556,parabola
-76.36896949894478,-66.83330502004682,-37.75647553423338,-21.626656490423883,-8.133715807268747,-2.8954073039256003,11.681164595634709,-9.623559218321448,23.77394255899314,-42.519338750916255,26.8769862846048,-101.89051762663573,parabola
161.73014851532122,-39.62297506109813,60.66517745300779,-29.89078153182145,5.4435248014496675,-6.799625674382771,-4.5546715395684565,27.510711246644018,29.618146709846265,76.65184364399859,109.63428337001625,139.15193836951514,parabola
-25.61648523007665,-59.074676650194604,-20.271153542677276,-27.689574633518465,-11.792044687205843,-10.945616509896782,-0.8342301725812309,-8.600215823397871,13.755744160630732,-20.406488291232378,31.479495661914747,-46.85390465212133,parabola
-118.73766054459189,107.96958930005805,-38.18138710274278,62.85817991730261,-0.6744600952048305,23.415835743342004,-4.917336572824507,-8.803419572274327,-51.35663511219336,-37.19108658908496,-140.84528008587336,-59.90968839710071,parabola
17.875811548370855,-46.87317731769445,8.098725460647023,-22.159902280473226,6.89869664507739,-6.538335486338258,13.703168568619073,-0.1190417920686846,29.228401433750143,-2.2263060719519174,53.330691571035416,-13.425278594921403,parabola
-104.48869172691727,97.6389487128723,-33.1112440445592,57.66766993444881,0.12203011054564561,22.719505906246837,-3.6374001717230637,-5.828589883152345,-44.78526439476204,-30.98168014842234,-124.07730214505423,-51.111655663470785,parabola
-208.80964772601104,-99.6719762038404,-99.13334341092518,-26.620886561114375,-24.63729619131422,-4.590907364904503,13.548235532632534,-30.920730679590704,19.44278141606737,-108.38191685408734,-9.84292979597272,-236.8642134751001,parabola
197.39783438316235,-133.13392530005268,70.62073917631136,-84.67551970975813,7.666517244587772,-35.29441187043928,6.975942780537085,12.472293535072353,68.47632373531188,63.65267075998857,193.799577965214,115.75575023392902,parabola
-0.34632686747315944,192.82953951624316,25.638848170495265,89.24666961602767,22.224152748765206,26.383370898647446,-8.251437915174069,4.3797399252373275,-68.99588073331617,20.919605014385752,-159.14019401115672,78.1790412863694,parabola
30.792533578477,85.15648025023515,29.057833975855235,28.360767714624103,18.184441550055897,-3.3229978531967053,-0.6099954819216968,-10.162634263710776,-29.303838912917307,7.121896755659359,-67.13637516709048,49.51837474281973,parabola
-28.92271818662588,1.2336522448365006,-9.881867030394378,7.35939150279347,1.908887796934474,7.491465865706689,6.394703158250803,2.0653044014399704,4.047770144219484,-9.49026778098213,-5.549259198714482,-27.039504858447977,parabola
69.982826102525,-136.68931231899296,13.084584907149301,-62.315294837875015,-5.999781109128003,-10.515254560636283,10.89517306004844,17.785637317647407,65.54786364301302,25.566422047321705,158.01442940507596,10.773229573116804,parabola
14.526763074336808,-38.220479079268166,1.5743179241699812,-21.28980843316002,-2.770090599860625,-9.49792934565852,1.0759152272689727,-3.0554498936914998,13.517178124203996,-1.2842143454729609,34.566477647275235,-4.6517703558610695,parabola
68.72301719902757,112.81474531630593,45.3525169203942,37.165089046579595,19.009110054606836,-1.3668203800170975,-8.770781194242547,-3.5918213218351074,-40.91135590498021,30.255875595671043,-76.02483720287185,101.22131935630682,parabola
18.98155716231536,-45.54481270044748,-2.96489568024095,-17.28336449759397,-10.40017371052448,2.456919930218219,-4.022712169426169,13.317462190007781,16.838800684222225,16.441477256489406,52.2114883501434,11.044328547929709,parabola
-163.42661911943085,-128.64245986459713,-82.11113415765794,-33.44009992270203,-19.727464371768523,6.006733346652324,22.00142811816436,-8.16233162790191,47.46805831108101,-77.43877537000202,54.00287332811416,-202.47074578464287,parabola
152.19384670485525,-39.93909776924802,52.509868522531384,-29.612161112492547,-1.8304090393121157,-6.426692760650717,-11.454070023343522,27.509717156172755,22.625868624749657,75.76932231343298,102.04950789332318,136.88745916577955,parabola
-78.23041148960797,37.15278218660414,-22.95895090104755,23.968405464653515,5.871325964698959,6.912415336652755,8.768942563901764,-12.876857202301904,-13.961088829838843,-37.48249347210043,-63.13230394639336,-65.95974314794908,parabola
41.906659709754436,19.490242789025178,18.930204279691914,-0.6014719061627929,2.489486948912268,-7.9130954265660955,-7.075467100867626,-3.021578320304932,-10.771495138045653,14.587975950121876,-7.931785075940796,44.97762139533335,parabola
28.87736054830976,-163.12037461544395,-8.474163646197695,-68.70794107480975,-13.058648730678549,-9.028674181591018,12.936560414726788,15.495033759798211,72.24780159479783,7.444625690556794,164.32608188489547,-35.33894902610008,parabola
-164.1719612820475,34.83136274935745,-64.01563711111905,38.3316278156842,-7.000004778603714,22.85101484604105,7.205780121955686,-9.436605755937062,-19.902936630434603,-61.929930895721526,-90.15234522123802,-133.40413407147585,parabola
14.798590644536702,130.12072357086674,12.622292726509407,58.866662777103805,-1.0191131182814779,19.11723703428354,-24.598004887997586,10.536450794539945,-60.59637118997746,32.221063401057904,-108.0598454187209,85.41031105851852,parabola
-113.24128573933336,40.17738386128062,-42.62038177173304,23.3315724345739,-5.783645557155582,1.5389614184072773,-2.081331534544447,-23.74599216668826,-31.123722438361614,-55.184862382301716,-93.95028109520166,-91.57053218737508,parabola
17.52244842082051,10.556969942162207,8.182242285081355,8.923873452279635,2.6374931455920088,9.631648817586761,0.885523505853524,12.472267970497992,2.741915509051321,17.744743453425034,8.393764508498933,25.35809079154177,parabola
-126.01322231508668,179.0718262730177,-33.892709084629274,86.69046298378926,1.890309728417277,18.611747408692768,-16.298426603315292,-23.552704942434165,-90.3735219042199,-44.24125747497331,-220.78611162253534,-40.627162293380486,parabola
29.11575741539726,35.37837605022856,21.27111396522662,9.985484435215525,12.428571800486804,-2.9483033443414026,3.103853059614284,-3.6951568073292664,-7.684591598535418,7.666307892253215,-19.47093497125429,31.486876427291797,parabola
-8.417053029567114,-223.67013195650028,-21.889045147563877,-89.93931761370146,-6.1740432375459235,-12.277771723416837,35.789661795419775,9.566536968212255,108.41930206006646,-22.106990623905872,210.23593635272783,-109.84978666853819,parabola
10.458094285726657,52.61114002628972,9.593618343716328,15.524139645012017,2.6444883399330807,-5.211768753912384,-9.59309598837817,-9.765682784235816,-28.407301412618608,1.3830381824287343,-53.306160898631965,28.882851131446582,parabola
-181.8144168868361,38.23301020916064,-75.08706316049454,41.96291973771187,-14.330764342075222,25.466658817712297,0.8070299269601042,-8.939279434257475,-28.08022832506905,-64.87657272893111,-102.9385414850205,-141.04003647215552,parabola
-63.12569469453807,44.86394582202948,-22.726783950462327,22.240607833226335,-3.9170881723192275,2.460301796959733,-6.044887545278421,-13.697630591456551,-29.33416095070403,-27.934024320276876,-74.21264932206229,-39.327386096560645,parabola
-173.46881068058818,152.57492500702284,-53.42168281591391,86.48394081713721,2.6699635214110833,28.34524555207711,-3.2817372228374424,-19.520707333110316,-71.90327986384355,-62.15243919476059,-204.48030403219892,-96.83188213158532,parabola
-12.746067722829302,178.17428500493207,11.55749019760838,78.23959447078306,7.831429141662717,17.723881703435897,-21.670763438360723,-3.254217269043643,-80.0545814982539,13.097076608872896,-166.46801853453036,68.86734825359133,parabola
-69.58966257501038,80.01836611006875,-24.501156959788002,35.451152298623995,-6.874031762371961,2.495418155645835,-15.564366436819835,-18.05739623726624,-51.48693305412614,-28.370745026734543,-114.87088008923877,-27.072614147736243,parabola
